State,District,FirstLastP,Party,Raised,Spent,Difference,Outcome,Winner,CRPICO
Texas,20,Mauro Garza (R),R,263293.31,240930.37,22362.940000000002,L,0,C
Texas,21,Chip Roy (R),R,5005639.41,4679362.43,326276.98000000045,W,1,I
Texas,21,Wendy Davis (D),D,10263485.53,10201874.18,61611.34999999963,L,0,C
Texas,21,Michael Felts (I),I,3570.0,1850.82,1719.18,L,0,C
Texas,22,Sri Kulkarni (D),D,5639061.43,5630098.31,8963.120000000112,L,0,O
Texas,22,Troy Nehls (R),R,1806654.68,1787448.04,19206.639999999898,W,1,O
Texas,23,Gina Ortiz Jones (D),D,6755221.7,6842439.64,-87217.93999999948,L,0,O
Texas,23,Tony Gonzales (R),R,2797133.39,2764107.83,33025.560000000056,W,1,O
Texas,24,Candace Valenzuela (D),D,4886998.5200000005,4875031.48,11967.040000000037,L,0,O
Texas,24,Beth Van Duyne (R),R,3410852.21,3342442.08,68410.12999999989,W,1,O
Texas,24,Stephen Kuzmich (I),I,175504.46,201331.76,-25827.300000000017,L,0,O
Texas,24,Mark Bauer (I),I,26341.78,26541.78,-200.0,L,0,O
Texas,24,Darren Hamilton (L),L,570.0,212.0,358.0,L,0,O
Texas,25,Roger Williams (R),R,2435120.8,3347266.67,-912145.8700000001,W,1,I
Texas,25,Julie Oliver (D),D,2190347.1,2176319.43,14027.669999999925,L,0,C
Texas,26,Michael Burgess (R),R,1806587.67,2081390.92,-274803.25,W,1,I
Texas,27,Michael Cloud (R),R,1014427.31,829747.8500000001,184679.45999999996,W,1,I
Texas,28,Henry Cuellar (D),D,2655317.25,3650848.49,-995531.2400000002,W,1,I
Texas,28,Sandra Whitten (R),R,24760.12,27354.24,-2594.1200000000026,L,0,C
Texas,29,Sylvia Garcia (D),D,818984.11,758381.5,60602.609999999986,W,1,I
Texas,29,Jaimy Blanco (R),R,4378.27,0.0,4378.27,L,0,C
Texas,30,Eddie Bernice Johnson (D),D,589095.55,494546.98,94548.57000000007,W,1,I
Texas,30,Tre Pennie (R),R,311108.97000000003,305445.63,5663.340000000026,L,0,C
Texas,31,John Carter (R),R,2160187.09,2214486.52,-54299.43000000017,W,1,I
Texas,31,Donna Imam (D),D,1035222.12,1035272.12,-50.0,L,0,C
Texas,32,Colin Allred (D),D,5667724.64,5611747.29,55977.34999999963,W,1,I
Texas,32,Genevieve Collins (R),R,5923080.79,5915256.25,7824.540000000037,L,0,C
Texas,32,Jason Sigmon (I),I,11791.43,11651.43,140.0,L,0,C
Texas,33,Marc Veasey (D),D,1621928.84,1613445.76,8483.080000000075,W,1,I
Texas,33,Fabian Cordova Vasquez (R),R,36691.69,25584.96,11106.730000000003,L,0,C
Texas,34,Filemon Vela (D),D,983025.76,1024179.86,-41154.09999999998,W,1,I
Texas,34,Rey Gonzalez (R),R,37118.25,37445.83,-327.58000000000175,L,0,C
Texas,35,Lloyd Doggett (D),D,1336575.62,424803.85,911771.7700000001,W,1,I
Texas,35,Jennifer Sharon (R),R,19011.1,14442.45,4568.649999999998,L,0,C
Texas,36,Brian Babin (R),R,1345350.83,1297185.02,48165.810000000056,W,1,I
Texas,36,Brandon Rashad Lewis (D),D,21714.39,12277.65,9436.74,L,0,C
Utah,1,Blake Moore (R),R,844377.31,816015.33,28361.980000000098,W,1,O
Utah,1,Darren Parry (D),D,41218.23,40903.62,314.6100000000006,L,0,O
Utah,2,Chris Stewart (R),R,835138.51,812462.16,22676.349999999977,W,1,I
Utah,2,John Kael Weston (D),D,344773.55,306871.92000000004,37901.62999999995,L,0,C
Utah,3,John Curtis (R),R,874310.99,687264.89,187046.09999999998,W,1,I
Utah,3,Devin Thorpe (D),D,191411.67,190200.26,1211.4100000000035,L,0,C
Utah,3,Russel Fugal (I),I,392.82,346.45,46.370000000000005,L,0,C
Utah,4,Ben McAdams (D),D,5613541.84,5555591.449999999,57950.390000000596,L,0,I
Utah,4,Burgess Owens (R),R,5129475.14,5049145.95,80329.18999999948,W,1,C
Utah,4,Jonia Broderick (3),3,21393.59,21265.2,128.38999999999942,L,0,C
Vermont,1,Peter Welch (D),D,847320.3099999999,865251.85,-17931.540000000037,W,1,I
Virginia,1,Rob Wittman (R),R,1969784.92,2140374.86,-170589.93999999994,W,1,I
Virginia,2,Elaine Luria (D),D,6522276.24,6387473.62,134802.6200000001,W,1,I
Virginia,2,Scott Taylor (R),R,2452292.48,2446410.43,5882.049999999814,L,0,C
Virginia,3,Bobby Scott (D),D,873126.24,832419.09,40707.15000000002,W,1,I
Virginia,3,John Collick (R),R,167145.94,165080.22,2065.720000000001,L,0,C
Virginia,4,Donald McEachin (D),D,961411.5,963787.95,-2376.4499999999534,W,1,I
Virginia,4,Leon Benjamin (R),R,545353.7200000001,523429.02,21924.70000000007,L,0,C
Virginia,5,Cameron Webb (D),D,5755917.24,5750923.75,4993.4900000002235,L,0,O
Virginia,5,Bob Good (R),R,1373866.6,1323530.25,50336.35000000009,W,1,O
Virginia,6,Ben Cline (R),R,892955.3600000001,672928.4500000001,220026.91000000003,W,1,I
Virginia,6,Nicholas Betts (D),D,56190.44,54205.36,1985.0800000000017,L,0,C
Virginia,7,Abigail Spanberger (D),D,8387679.93,7852212.81,535467.1200000001,W,1,I
Virginia,7,Nick Freitas (R),R,3629431.22,3600108.23,29322.990000000224,L,0,C
Virginia,8,Don Beyer (D),D,1729481.91,2071906.08,-342424.17000000016,W,1,I
Virginia,8,Heerak Christian Kim (I),I,2035.52,1921.47,114.04999999999995,L,0,C
Virginia,9,Morgan Griffith (R),R,873612.12,463916.31,409695.81,W,1,I
Virginia,10,Jennifer Wexton (D),D,3855330.67,1772250.02,2083080.65,W,1,I
Virginia,10,Aliscia Andrews (R),R,1567597.65,1413145.17,154452.47999999998,L,0,C
Virginia,11,Gerry Connolly (D),D,1998591.94,1811776.03,186815.90999999992,W,1,I
Virginia,11,Manga Anantatmula (R),R,282152.23,268325.5,13826.729999999981,L,0,C
Virginia,11,Stevan Porter (L),L,532.77,1316.13,-783.3600000000001,L,0,C
Washington,1,Suzan DelBene (D),D,2182985.23,1897161.72,285823.51,W,1,I
Washington,1,Jeffrey Beeler (R),R,61969.54,62279.24,-309.6999999999971,L,0,C
Washington,2,Rick Larsen (D),D,1275126.76,1219489.31,55637.44999999995,W,1,I
Washington,2,Tim Hazelo (R),R,49478.22,49322.02,156.20000000000437,L,0,C
Washington,3,Jaime Herrera Beutler (R),R,4566382.75,4540147.78,26234.96999999974,W,1,I
Washington,3,Carolyn Long (D),D,4130539.81,4142684.81,-12145.0,L,0,C
Washington,4,Dan Newhouse (R),R,1173463.69,991174.36,182289.32999999996,W,1,I
Washington,4,Doug McKinley (D),D,57666.45,54226.87,3439.5799999999945,L,0,C
Washington,5,Cathy McMorris Rodgers (R),R,4349448.18,3432572.03,916876.1499999999,W,1,I
Washington,6,Derek Kilmer (D),D,2524025.83,2531110.5,-7084.6699999999255,W,1,I
Washington,6,Elizabeth Kreiselmaier (R),R,156123.45,145108.01,11015.440000000002,L,0,C
Washington,7,Pramila Jayapal (D),D,2630000.35,1530626.47,1099373.8800000001,W,1,I
Washington,7,Craig Keller (R),R,2904.0,3703.0,-799.0,L,0,C
Washington,8,Kim Schrier (D),D,5422491.42,3774397.89,1648093.5299999998,W,1,I
Washington,8,Jesse Jensen (R),R,852395.84,842268.65,10127.189999999944,L,0,C
Washington,9,Adam Smith (D),D,1324761.11,930709.97,394051.14000000013,W,1,I
Washington,9,Doug Basler (R),R,22536.0,18327.88,4208.119999999999,L,0,C
Washington,10,Marilyn Strickland (D),D,1812658.62,1780633.07,32025.550000000047,W,1,O
West Virginia,1,David McKinley (R),R,1092609.26,1085863.52,6745.739999999991,W,1,I
West Virginia,1,Natalie Ms. Cline (D),D,81031.77,81881.06,-849.2899999999936,L,0,C
West Virginia,2,Alex Mooney (R),R,2155977.5,864001.06,1291976.44,W,1,I
West Virginia,3,Carol Miller (R),R,869210.46,720796.13,148414.32999999996,W,1,I
West Virginia,3,Hilary Turner (D),D,99214.31,98768.58,445.7299999999959,L,0,C
Wisconsin,1,Bryan Steil (R),R,3500849.2,3151701.44,349147.76000000024,W,1,I
Wisconsin,1,Roger Polack (D),D,536227.5299999999,526430.63,9796.899999999907,L,0,C
Wisconsin,2,Mark Pocan (D),D,1290581.5,1014627.6,275953.9,W,1,I
Wisconsin,2,Peter Theron (R),R,35753.0,33977.21000000001,1775.7899999999936,L,0,C
Wisconsin,3,Ron Kind (D),D,2989261.9000000004,4435402.52,-1446140.6199999992,W,1,I
Wisconsin,3,Derrick Van Orden (R),R,1962442.66,1948638.62,13804.039999999804,L,0,C
Wisconsin,4,Gwen Moore (D),D,1183995.4,1166738.96,17256.439999999944,W,1,I
Wisconsin,5,Scott Fitzgerald (R),R,1155720.78,968405.59,187315.19000000006,W,1,O
Wisconsin,5,Tom Palzewicz (D),D,370392.34,371799.41,-1407.0699999999488,L,0,O
Wisconsin,6,Glenn Grothman (R),R,1815756.42,1736659.09,79097.32999999984,W,1,I
Wisconsin,6,Jessica King (D),D,287752.83,245787.59,41965.24000000002,L,0,C
Wisconsin,7,Tom Tiffany (R),R,2637459.08,2514739.74,122719.33999999985,W,1,I
Wisconsin,7,Tricia Zunker (D),D,1261957.2999999998,1232690.26,29267.039999999804,L,0,C
Wisconsin,8,Mike Gallagher (R),R,3202904.74,2841800.71,361104.03000000026,W,1,I
Wisconsin,8,Amanda Stuck (D),D,416978.45,399915.94,17062.51000000001,L,0,C
Wyoming,1,Liz Cheney (R),R,3003883.3400000003,3060166.7800000003,-56283.439999999944,W,1,I
Wyoming,1,Lynnette Grey Bull (D),D,134597.32,132234.75,2362.570000000007,L,0,C
